alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
<Pressure Label> Equip Malf,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,UVP ,Umbilical Venous Pressure 
<Pressure Label> No Transducer,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,UVP ,Umbilical Venous Pressure 
<Pressure Label> Unplugged,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,UVP ,Umbilical Venous Pressure 
<Pressure Label> Zero+Check Cal,MDC_PRESS_BLD_VEN_UMB,150088,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,UVP ,Umbilical Venous Pressure 
!!! <Pressure Label> Overrange,NOM_PRESS_GEN_1,192676,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,P1 ,Invasive pressure P1 
*** <Pressure Label> Disconnect,NOM_PRESS_GEN_1,192676,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,P1 ,Invasive pressure P1 
<Pressure Label> Artifact,NOM_PRESS_GEN_1,192676,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,P1 ,Invasive pressure P1 
<Pressure Label> Change Scale,NOM_PRESS_GEN_1,192676,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,P1 ,Invasive pressure P1 
<Pressure Label> Deactivated,NOM_PRESS_GEN_1,192676,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,P1 ,Invasive pressure P1 
<Pressure Label> Equip Malf,NOM_PRESS_GEN_1,192676,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,P1 ,Invasive pressure P1 
<Pressure Label> No Transducer,NOM_PRESS_GEN_1,192676,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,P1 ,Invasive pressure P1 
<Pressure Label> Unplugged,NOM_PRESS_GEN_1,192676,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,P1 ,Invasive pressure P1 
<Pressure Label> Zero+Check Cal,NOM_PRESS_GEN_1,192676,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,P1 ,Invasive pressure P1 
P1 Noisy Signal,NOM_PRESS_GEN_1,192676,NOM_EVT_NOISY,74,INOP,HARD_INOP,P1 ,Invasive pressure P1 
P1 Non-Pulsatile,NOM_PRESS_GEN_1,192676,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,P1 ,Invasive pressure P1 
!!! <Pressure Label> Overrange,NOM_PRESS_GEN_2,192680,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,P2 ,Invasive pressure P2 
*** <Pressure Label> Disconnect,NOM_PRESS_GEN_2,192680,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,P2 ,Invasive pressure P2 
<Pressure Label> Artifact,NOM_PRESS_GEN_2,192680,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,P2 ,Invasive pressure P2 
<Pressure Label> Change Scale,NOM_PRESS_GEN_2,192680,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,P2 ,Invasive pressure P2 
<Pressure Label> Deactivated,NOM_PRESS_GEN_2,192680,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,P2 ,Invasive pressure P2 
<Pressure Label> Equip Malf,NOM_PRESS_GEN_2,192680,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,P2 ,Invasive pressure P2 
<Pressure Label> No Transducer,NOM_PRESS_GEN_2,192680,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,P2 ,Invasive pressure P2 
<Pressure Label> Unplugged,NOM_PRESS_GEN_2,192680,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,P2 ,Invasive pressure P2 
<Pressure Label> Zero+Check Cal,NOM_PRESS_GEN_2,192680,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,P2 ,Invasive pressure P2 
P2 Noisy Signal,NOM_PRESS_GEN_2,192680,NOM_EVT_NOISY,74,INOP,HARD_INOP,P2 ,Invasive pressure P2 
P2 Non-Pulsatile,NOM_PRESS_GEN_2,192680,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,P2 ,Invasive pressure P2 
!!! <Pressure Label> Overrange,NOM_PRESS_GEN_3,192684,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,P3 ,Non-specific label for Pressure 3 
*** <Pressure Label> Disconnect,NOM_PRESS_GEN_3,192684,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Artifact,NOM_PRESS_GEN_3,192684,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Change Scale,NOM_PRESS_GEN_3,192684,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Deactivated,NOM_PRESS_GEN_3,192684,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Equip Malf,NOM_PRESS_GEN_3,192684,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> No Transducer,NOM_PRESS_GEN_3,192684,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Unplugged,NOM_PRESS_GEN_3,192684,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,P3 ,Non-specific label for Pressure 3 
<Pressure Label> Zero+Check Cal,NOM_PRESS_GEN_3,192684,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,P3 ,Non-specific label for Pressure 3 
!!! <Pressure Label> Overrange,NOM_PRESS_GEN_4,192688,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,P4 ,Non-specific label for Pressure 4 
*** <Pressure Label> Disconnect,NOM_PRESS_GEN_4,192688,NOM_EVT_MSMT_DISCONN,352,Alarm,RED_ALARM,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Artifact,NOM_PRESS_GEN_4,192688,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Change Scale,NOM_PRESS_GEN_4,192688,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Deactivated,NOM_PRESS_GEN_4,192688,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Equip Malf,NOM_PRESS_GEN_4,192688,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> No Transducer,NOM_PRESS_GEN_4,192688,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Unplugged,NOM_PRESS_GEN_4,192688,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,P4 ,Non-specific label for Pressure 4 
<Pressure Label> Zero+Check Cal,NOM_PRESS_GEN_4,192688,NOM_EVT_ADVIS_CALIB_AND_ZERO_CHK,6664,INOP,SOFT_INOP,P4 ,Non-specific label for Pressure 4 
!!! <Pressure Label> Overrange,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,ICP ,Intra-Cranial Pressure 
<Pressure Label> Artifact,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,ICP ,Intra-Cranial Pressure 
<Pressure Label> Change Scale,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,ICP ,Intra-Cranial Pressure 
<Pressure Label> Deactivated,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
<Pressure Label> Equip Malf,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
<Pressure Label> No Transducer,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
<Pressure Label> Unplugged,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
CP Noisy Signal,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_NOISY,74,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
CP Non-Pulsatile,MDC_PRESS_INTRA_CRAN,153608,NOM_EVT_WAVE_OSCIL_ABSENT,442,INOP,HARD_INOP,ICP ,Intra-Cranial Pressure 
!!! <Pressure Label> Overrange,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> Artifact,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> Change Scale,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> Deactivated,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> Equip Malf,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> No Transducer,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,IC1 ,Intracranial Pressure Label IC1 
<Pressure Label> Unplugged,NOM_PRESS_INTRA_CRAN_1,192692,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,IC1 ,Intracranial Pressure Label IC1 
!!! <Pressure Label> Overrange,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_MSMT_RANGE_OVER,364,INOP,RED_ALARM,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> Artifact,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_WAVE_ARTIF_ERR,432,INOP,SOFT_INOP,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> Change Scale,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_ADVIS_GAIN_DECR,6704,INOP,SOFT_INOP,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> Deactivated,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_ADVIS_DEACT,61798,INOP,HARD_INOP,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> Equip Malf,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> No Transducer,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,IC2 ,Intracranial Pressure Label IC2 
<Pressure Label> Unplugged,NOM_PRESS_INTRA_CRAN_2,192696,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,IC2 ,Intracranial Pressure Label IC2 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_AORT_DIA,150030,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,AoD ,Ao (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_AORT_DIA,150030,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,AoD ,Ao (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_AORT_DIA,150030,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,AoD ,Ao (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_AORT_DIA,150030,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,AoD ,Ao (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_ABP_DIA,150038,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ABPd ,ABP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_DIA,150038,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ABPd ,ABP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_ABP_DIA,150038,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ABPd ,ABP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_DIA,150038,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ABPd ,ABP (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_DIA,192706,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,BAPd ,Brachial Arterial Pressure (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_DIA,192706,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,BAPd ,Brachial Arterial Pressure (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_DIA,192706,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,BAPd ,Brachial Arterial Pressure (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_BLD_ART_BRACHIAL_DIA,192706,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,BAPd ,Brachial Arterial Pressure (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_DIA,150034,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ARTd ,ART (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_DIA,150034,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ARTd ,ART (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_DIA,150034,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ARTd ,ART (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_DIA,150034,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ARTd ,ART (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_DIA,192702,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,FAPd ,Femoral Arterial Pressure (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_DIA,192702,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,FAPd ,Femoral Arterial Pressure (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_BLD_ART_FEMORAL_DIA,192702,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,FAPd ,Femoral Arterial Pressure (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_BLD_ART_FEMORAL_DIA,192702,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,FAPd ,Femoral Arterial Pressure (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_PULM_DIA,150046,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PAPd ,PAP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_DIA,150046,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PAPd ,PAP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_PULM_DIA,150046,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,PAPd ,PAP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_PULM_DIA,150046,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,PAPd ,PAP (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_UMB_DIA,150058,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UAPd ,UAP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_DIA,150058,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UAPd ,UAP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ART_UMB_DIA,150058,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UAPd ,UAP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ART_UMB_DIA,150058,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UAPd ,UAP (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_DIA,150066,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,LAPd ,LAP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_DIA,150066,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,LAPd ,LAP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ATR_LEFT_DIA,150066,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,LAPd ,LAP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ATR_LEFT_DIA,150066,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,LAPd ,LAP (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_DIA,150070,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RAPd ,RAP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_DIA,150070,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RAPd ,RAP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_ATR_RIGHT_DIA,150070,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,RAPd ,RAP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_ATR_RIGHT_DIA,150070,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,RAPd ,RAP (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_DIA,150018,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Pd ,Non-specific Invasive Pressure (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_DIA,150018,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Pd ,Non-specific Invasive Pressure (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_DIA,150018,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,Pd ,Non-specific Invasive Pressure (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_DIA,150018,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,Pd ,Non-specific Invasive Pressure (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_DIA,150086,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,CVPd ,CVP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_DIA,150086,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,CVPd ,CVP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_VEN_CENT_DIA,150086,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,CVPd ,CVP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_VEN_CENT_DIA,150086,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,CVPd ,CVP (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_DIA,150090,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,UVPd ,UVP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_DIA,150090,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,UVPd ,UVP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_BLD_VEN_UMB_DIA,150090,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,UVPd ,UVP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_BLD_VEN_UMB_DIA,150090,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,UVPd ,UVP (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_GEN_1_DIA,192678,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P1d ,Generic invasive pressure P1 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_GEN_1_DIA,192678,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P1d ,Generic invasive pressure P1 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_GEN_1_DIA,192678,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P1d ,Generic invasive pressure P1 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_GEN_1_DIA,192678,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P1d ,Generic invasive pressure P1 (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_GEN_2_DIA,192682,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P2d ,Generic invasive pressure P2 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_GEN_2_DIA,192682,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P2d ,Generic invasive pressure P2 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_GEN_2_DIA,192682,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P2d ,Generic invasive pressure P2 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_GEN_2_DIA,192682,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P2d ,Generic invasive pressure P2 (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_GEN_3_DIA,192686,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P3d ,Generic invasive pressure P3 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_GEN_3_DIA,192686,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P3d ,Generic invasive pressure P3 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_GEN_3_DIA,192686,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P3d ,Generic invasive pressure P3 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_GEN_3_DIA,192686,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P3d ,Generic invasive pressure P3 (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_GEN_4_DIA,192690,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,P4d ,Generic invasive pressure P4 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_GEN_4_DIA,192690,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,P4d ,Generic invasive pressure P4 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_GEN_4_DIA,192690,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,P4d ,Generic invasive pressure P4 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_GEN_4_DIA,192690,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,P4d ,Generic invasive pressure P4 (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_DIA,192694,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC1d ,Intracranial Pressure Label IC1 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_DIA,192694,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC1d ,Intracranial Pressure Label IC1 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_1_DIA,192694,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC1d ,Intracranial Pressure Label IC1 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_1_DIA,192694,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC1d ,Intracranial Pressure Label IC1 (diastolic) 
** <diastolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_DIA,192698,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,IC2d ,Intracranial Pressure Label IC2 (diastolic) 
** <diastolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_DIA,192698,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,IC2d ,Intracranial Pressure Label IC2 (diastolic) 
*** <diastolic Pressure Label> High,NOM_PRESS_INTRA_CRAN_2_DIA,192698,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,IC2d ,Intracranial Pressure Label IC2 (diastolic) 
*** <diastolic Pressure Label> Low,NOM_PRESS_INTRA_CRAN_2_DIA,192698,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,IC2d ,Intracranial Pressure Label IC2 (diastolic) 
** <diastolic Pressure Label> High,MDC_PRESS_INTRA_CRAN_DIA,153610,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ICPd ,ICP (diastolic) 
** <diastolic Pressure Label> Low,MDC_PRESS_INTRA_CRAN_DIA,153610,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ICPd ,ICP (diastolic) 
*** <diastolic Pressure Label> High,MDC_PRESS_INTRA_CRAN_DIA,153610,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ICPd ,ICP (diastolic) 
*** <diastolic Pressure Label> Low,MDC_PRESS_INTRA_CRAN_DIA,153610,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ICPd ,ICP (diastolic) 
** <mean Pressure Label> High,MDC_PRESS_BLD_AORT_MEAN,150031,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,AoM ,Ao (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_AORT_MEAN,150031,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,AoM ,Ao (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_AORT_MEAN,150031,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,AoM ,Ao (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_AORT_MEAN,150031,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,AoM ,Ao (mean) 
** <mean Pressure Label> High,MDC_PRESS_BLD_ART_ABP_MEAN,150039,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,ABPm ,ABP (mean) 
** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_MEAN,150039,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,ABPm ,ABP (mean) 
*** <mean Pressure Label> High,MDC_PRESS_BLD_ART_ABP_MEAN,150039,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,ABPm ,ABP (mean) 
*** <mean Pressure Label> Low,MDC_PRESS_BLD_ART_ABP_MEAN,150039,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,ABPm ,ABP (mean) 
** <mean Pressure Label> High,NOM_PRESS_BLD_ART_BRACHIAL_MEAN,192707,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,BAPm ,Brachial Arterial Pressure (mean) 
